"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Datetime
Taiwan,505424,57185,951,8,39254,0,465219,0,21150,40,15584088,652141,23896821,Asia,47,25128,2,2393.0,0.3,19468.0,2022-05-11
Libya,501904,0,6430,0,490973,0,4501,101,71245,913,2477219,351638,7044790,Africa,14,1096,3,0.0,0.0,639.0,2022-05-11
Cyprus,477711,0,1032,0,124370,0,352309,60,390389,843,9477138,7744785,1223680,Asia,3,1186,0,0.0,0.0,287909.0,2022-05-11
Ethiopia,470833,35,7510,0,455746,3,7577,4,3915,62,4823795,40115,120249503,Africa,255,16012,25,0.3,0.0,63.0,2022-05-11
Mongolia,469885,0,2179,0,313256,0,154450,192,139171,645,4030048,1193624,3376312,Asia,7,1549,1,0.0,0.0,45745.0,2022-05-11
Honduras,424376,0,10896,0,132358,0,281122,105,41617,1069,1364273,133790,10197097,North America,24,936,7,0.0,0.0,27569.0,2022-05-11
Armenia,422896,0,8623,0,412048,0,2225,0,142220,2900,3068217,1031844,2973527,Asia,7,345,1,0.0,0.0,748.0,2022-05-11
Réunion,405980,0,762,0,395430,0,9788,10,447520,840,1603660,1767748,907177,Africa,2,1191,1,0.0,0.0,10790.0,2022-05-11
Oman,389344,19,4259,0,384525,9,560,3,72806,796,25000000,4674909,5347698,Asia,14,1256,0,4.0,0.0,105.0,2022-05-11
Bosnia and Herzegovina,377432,47,15775,2,0,0,0,0,116386,4864,1765936,544549,3242934,Europe,9,206,2,14.0,0.6,52249.0,2022-05-11
Qatar,365657,162,677,0,364059,85,921,2,130229,241,3474465,1237431,2807805,Asia,8,4147,1,58.0,0.0,328.0,2022-05-11
Kenya,323939,18,5649,0,318110,13,180,0,5788,101,3623557,64741,55970065,Africa,173,9908,15,0.3,0.0,3.0,2022-05-11
Zambia,320303,77,3983,0,315792,23,528,1,16562,206,3446017,178185,19339556,Africa,60,4856,6,4.0,0.0,27.0,2022-05-11
North Macedonia,310506,93,9287,0,300617,85,602,0,149051,4458,2033385,976080,2083215,Europe,7,224,1,45.0,0.0,289.0,2022-05-11
Botswana,306324,0,2690,0,303026,0,608,1,125554,1103,2026898,830772,2439777,Africa,8,907,1,0.0,0.0,249.0,2022-05-11
Albania,275440,24,3497,0,271757,47,186,2,95907,1218,1814993,631970,2871962,Europe,10,821,2,8.0,0.0,65.0,2022-05-11
Algeria,265806,2,6875,0,178368,2,80563,6,5865,152,230861,5094,45321185,Africa,171,6592,196,0.04,0.0,1778.0,2022-05-11
Nigeria,255802,0,3143,0,249936,0,2723,11,1186,15,5114703,23721,215623420,Africa,843,68604,42,0.0,0.0,13.0,2022-05-11
Zimbabwe,248778,136,5481,0,242258,60,1039,12,16298,359,2278641,149276,15264666,Africa,61,2785,7,9.0,0.0,68.0,2022-05-11
Luxembourg,242700,506,1071,0,234548,2730,7081,0,376345,1661,4243873,6580801,644887,Europe,3,602,0,785.0,0.0,10980.0,2022-05-11
Uzbekistan,238747,4,1637,0,236862,5,248,23,6946,48,1377915,40091,34369864,Asia,144,20996,25,0.1,0.0,7.0,2022-05-11
Montenegro,236006,61,2718,1,232645,81,643,6,375678,4327,2462510,3919859,628214,Europe,3,231,0,97.0,2.0,1024.0,2022-05-11
Mozambique,225451,11,2201,0,223186,6,64,13,6857,67,1318072,40086,32880722,Africa,146,14939,25,0.3,0.0,2.0,2022-05-11
Laos,209149,301,752,0,0,0,0,0,27993,101,1232128,164908,7471592,Asia,36,9936,6,40.0,0.0,26867.0,2022-05-11
Kyrgyzstan,200993,0,2991,0,196406,0,1596,131,29892,445,1907195,283638,6724049,Asia,33,2248,4,0.0,0.0,237.0,2022-05-11
Iceland,186179,90,120,1,0,0,0,0,539093,347,2264004,6555566,345356,Europe,2,2878,0,261.0,3.0,319595.0,2022-05-11
Maldives,179483,0,298,0,163687,0,15498,25,321527,534,2213831,3965875,558220,Asia,3,1873,0,0.0,0.0,27763.0,2022-05-11
Afghanistan,179137,50,7686,0,162077,25,9374,1124,4417,190,948623,23391,40555834,Asia,226,5277,43,1.0,0.0,231.0,2022-05-11
Uganda,164069,0,3596,0,100205,0,60268,2,3388,74,2612795,53959,48421891,Africa,295,13465,19,0.0,0.0,1245.0,2022-05-11
El Salvador,162089,0,4129,0,150662,0,7298,8,24758,631,1950448,297916,6546980,North America,40,1586,3,0.0,0.0,1115.0,2022-05-11
Ghana,161271,0,1445,0,159774,0,52,1,4996,45,2441751,75650,32277066,Africa,200,22337,13,0.0,0.0,2.0,2022-05-11
Namibia,159503,192,4028,0,153662,0,1813,0,60732,1534,1015142,386524,2626338,Africa,16,652,3,73.0,0.0,690.0,2022-05-11
Martinique,153253,0,926,0,104,0,152223,8,408975,2471,828928,2212097,374725,North America,2,405,0,0.0,0.0,406226.0,2022-05-11
Trinidad and Tobago,152964,584,3863,2,140228,526,8873,18,108647,2744,722629,513266,1407903,North America,9,364,2,415.0,1.0,6302.0,2022-05-11
Brunei ,143616,244,219,0,142061,100,1336,0,322546,492,717784,1612063,445258,Asia,3,2033,1,548.0,0.0,3001.0,2022-05-11
Guadeloupe,140130,0,854,0,2250,0,137026,19,350105,2134,938039,2343627,400251,North America,3,469,0,0.0,0.0,342350.0,2022-05-11
Cambodia,136262,0,3056,0,133184,0,22,0,7946,178,2958394,172515,17148603,Asia,126,5611,6,0.0,0.0,1.0,2022-05-11
Jamaica,131544,110,2987,5,84709,108,43848,0,44066,1001,1026089,343729,2985168,North America,23,999,3,37.0,2.0,14689.0,2022-05-11
Rwanda,129874,16,1459,0,45522,0,82893,0,9586,108,5322748,392875,13548196,Africa,104,9286,3,1.0,0.0,6118.0,2022-05-11
Cameroon,119780,0,1927,0,117791,0,62,13,4313,69,1751774,63076,27772431,Africa,232,14412,16,0.0,0.0,2.0,2022-05-11
Angola,99194,0,1900,0,97149,0,145,0,2853,55,1499795,43143,34763664,Africa,350,18297,23,0.0,0.0,4.0,2022-05-11
Malta,93149,108,713,0,89464,191,2972,4,209924,1607,1899855,4281585,443727,Europe,5,622,0,243.0,0.0,6698.0,2022-05-11
DRC,87023,0,1337,0,50930,0,34756,0,920,14,846704,8949,94614791,Africa,1087,70766,112,0.0,0.0,367.0,2022-05-11
Senegal,86023,4,1966,0,84044,4,13,0,4898,112,1077543,61353,17562929,Africa,204,8933,16,0.2,0.0,0.7,2022-05-11
Malawi,85842,17,2635,0,82255,173,952,67,4282,131,577429,28803,20047501,Africa,234,7608,35,0.8,0.0,47.0,2022-05-11
Ivory Coast,81977,0,799,0,81164,0,14,0,2971,29,1508044,54658,27590767,Africa,337,34532,18,0.0,0.0,0.5,2022-05-11
French Guiana,80859,0,395,0,11254,0,69210,2,258293,1262,627211,2003536,313052,South America,4,793,0,0.0,0.0,221081.0,2022-05-11
Suriname,80008,0,1337,0,49455,0,29216,0,134153,2242,236268,396162,596393,South America,7,446,3,0.0,0.0,48988.0,2022-05-11
Channel Islands,75075,0,173,0,74278,0,624,0,424539,978,1252808,7084455,176839,Europe,2,1022,0,0.0,0.0,3529.0,2022-05-11
Barbados,74967,513,430,0,70254,635,4283,0,260277,1493,664507,2307092,288028,North America,4,670,0,1781.0,0.0,14870.0,2022-05-11
French Polynesia,72786,0,648,0,0,0,0,7,256358,2282,0,0,283923,Australia/Oceania,4,438,0,0.0,0.0,136086.0,2022-05-11
Eswatini,71480,139,1402,0,69373,14,705,11,60450,1186,1020084,862672,1182470,Africa,17,843,1,118.0,0.0,596.0,2022-05-11
Fiji,64725,0,862,0,62853,0,1010,0,71243,949,508406,559605,908508,Australia/Oceania,14,1054,2,0.0,0.0,1112.0,2022-05-11
Madagascar,64236,0,1393,0,59370,0,3473,14,2214,48,430995,14856,29012388,Africa,452,20827,67,0.0,0.0,120.0,2022-05-11
Guyana,63684,56,1228,0,62251,7,205,0,80247,1547,606817,764638,793600,South America,12,646,1,71.0,0.0,258.0,2022-05-11
Sudan,62161,0,4936,0,0,0,0,0,1359,108,562941,12305,45749769,Africa,736,9269,81,0.0,0.0,369.0,2022-05-11
New Caledonia,60749,0,312,0,60231,0,206,9,209050,1074,98964,340556,290595,Australia/Oceania,5,931,3,0.0,0.0,709.0,2022-05-11
Bhutan,59540,10,21,0,59333,86,186,2,75617,27,2303348,2925314,787385,Asia,13,37495,0,13.0,0.0,236.0,2022-05-11
Mauritania,58787,9,982,0,57706,1,99,0,12055,201,812234,166561,4876510,Africa,83,4966,6,2.0,0.0,20.0,2022-05-11
Belize,57787,58,676,0,56744,12,367,6,140591,1645,547512,1332049,411030,North America,7,608,1,141.0,0.0,893.0,2022-05-11
Cabo Verde,56093,13,401,0,55595,8,97,23,98894,707,400982,706949,567201,Africa,10,1414,1,23.0,0.0,171.0,2022-05-11
Syria,55865,2,3150,0,52376,16,339,0,3054,172,146269,7997,18289813,Asia,327,5806,125,0.1,0.0,19.0,2022-05-11
Gabon,47608,0,304,0,47297,0,7,0,20492,131,1594523,686341,2323223,Africa,49,7642,1,0.0,0.0,3.0,2022-05-11
Papua New Guinea,43843,4,651,0,43172,3,20,7,4734,70,249149,26901,9261677,Australia/Oceania,211,14227,37,0.4,0.0,2.0,2022-05-11
Seychelles,43235,394,167,1,42553,330,515,0,434619,1679,0,0,99478,Africa,2,596,0,3961.0,10.0,5177.0,2022-05-11
Curaçao,42567,0,275,0,41905,0,387,3,257453,1663,496693,3004089,165339,North America,4,601,0,0.0,0.0,2341.0,2022-05-11
Andorra,41717,0,153,0,41021,0,543,14,538319,1974,249838,3223924,77495,Europe,2,507,0,0.0,0.0,7007.0,2022-05-11
Burundi,41216,100,38,0,0,0,0,0,3285,3,345742,27553,12548055,Africa,304,330212,36,8.0,0.0,3220.0,2022-05-11
Mauritius,37812,3,996,0,36152,16,664,0,29640,781,358675,281162,1275687,Africa,34,1281,4,2.0,0.0,521.0,2022-05-11
Mayotte,37363,0,187,0,2964,0,34212,0,131083,656,176919,620694,285034,Africa,8,1524,2,0.0,0.0,120028.0,2022-05-11
Togo,37012,3,273,0,36716,0,23,0,4284,32,734159,84983,8638903,Africa,233,31644,12,0.3,0.0,3.0,2022-05-11
Guinea,36459,0,440,0,35976,0,43,8,2643,32,660107,47855,13793977,Africa,378,31350,21,0.0,0.0,3.0,2022-05-11
Tanzania,35354,0,840,0,0,0,0,7,562,13,0,0,62892121,Africa,1779,74872,0,0.0,0.0,546.0,2022-05-11
Aruba,35189,0,212,0,34774,0,203,0,327011,1970,177885,1653083,107608,North America,3,508,1,0.0,0.0,1886.0,2022-05-11
Faeroe Islands,34658,0,28,0,7693,0,26937,5,704316,569,778000,15810437,49208,Europe,1,1757,0,0.0,0.0,547411.0,2022-05-11
Bahamas,33803,24,798,0,32451,25,554,0,84461,1994,229817,574224,400222,North America,12,502,2,60.0,0.0,1384.0,2022-05-11
Lesotho,32910,0,697,0,24155,0,8058,0,15139,321,431221,198373,2173785,Africa,66,3119,5,0.0,0.0,3707.0,2022-05-11
Mali,30960,10,733,0,30048,10,179,0,1451,34,672778,31536,21333413,Africa,689,29104,32,0.5,0.0,8.0,2022-05-11
Haiti,30707,0,835,0,29603,0,269,0,2633,72,132422,11356,11660642,North America,380,13965,88,0.0,0.0,23.0,2022-05-11
Isle of Man,28416,0,87,0,26794,0,1535,0,330923,1013,150753,1755616,85869,Europe,3,987,1,0.0,0.0,17876.0,2022-05-11
Benin,26952,0,163,0,25506,0,1283,5,2120,13,604310,47536,12712600,Africa,472,77991,21,0.0,0.0,101.0,2022-05-11
Somalia,26518,19,1350,0,13182,0,11986,0,1586,81,400466,23957,16716211,Africa,630,12382,42,1.0,0.0,717.0,2022-05-11
Congo,24079,0,385,0,20178,0,3516,0,4173,67,347815,60278,5770205,Africa,240,14988,17,0.0,0.0,609.0,2022-05-11
Saint Lucia,23978,180,368,0,23144,58,466,1,129481,1987,143281,773718,185185,North America,8,503,1,972.0,0.0,2516.0,2022-05-11
Cayman Islands,23578,750,28,1,8553,0,14997,1,351098,417,222773,3317296,67155,North America,3,2398,0,11168.0,15.0,223319.0,2022-05-11
Timor-Leste,22886,0,130,0,22730,0,26,0,16765,95,264143,193502,1365066,Asia,60,10501,5,0.0,0.0,19.0,2022-05-11
Burkina Faso,20853,0,382,0,20439,0,32,0,949,17,248995,11335,21967152,Africa,1053,57506,88,0.0,0.0,1.0,2022-05-11
Nicaragua,18491,0,225,0,4225,0,14041,0,2731,33,0,0,6770907,North America,366,30093,0,0.0,0.0,2074.0,2022-05-11
Solomon Islands,18174,0,146,0,16357,0,1671,2,25307,203,5117,7125,718151,Australia/Oceania,40,4919,140,0.0,0.0,2327.0,2022-05-11
Gibraltar,17996,0,102,0,16579,0,1315,0,534450,3029,534283,15867278,33672,Europe,2,330,0,0.0,0.0,39053.0,2022-05-11
South Sudan,17513,0,138,0,13514,0,3861,1,1531,12,388449,33963,11437419,Africa,653,82880,29,0.0,0.0,338.0,2022-05-11
Tajikistan,17388,0,124,0,17264,0,0,0,1750,12,0,0,9935320,Asia,571,80124,0,0.0,0.0,0.0,2022-05-11
Liechtenstein,17306,14,84,0,17154,14,68,0,451488,2191,102174,2665571,38331,Europe,2,456,0,365.0,0.0,1774.0,2022-05-11
San Marino,16785,42,115,0,16398,26,272,4,492763,3376,152231,4469101,34063,Europe,2,296,0,1233.0,0.0,7985.0,2022-05-11
Grenada,16014,196,221,1,14612,63,1181,4,141104,1947,155938,1374012,113491,North America,7,514,1,1727.0,9.0,10406.0,2022-05-11
Equatorial Guinea,15910,0,183,0,15701,0,26,5,10688,123,317211,213104,1488525,Africa,94,8134,5,0.0,0.0,17.0,2022-05-11
Djibouti,15631,0,189,0,15427,0,15,0,15405,186,305941,301515,1014678,Africa,65,5369,3,0.0,0.0,15.0,2022-05-11
CAR,14649,0,113,0,6859,0,7677,2,2938,23,81294,16306,4985677,Africa,340,44121,61,0.0,0.0,1540.0,2022-05-11
Bermuda,14135,303,135,4,13664,375,336,0,228533,2183,893980,14453768,61851,North America,4,458,0,4899.0,65.0,5432.0,2022-05-11
Dominica,12685,192,63,0,12323,175,299,0,175406,871,194894,2694958,72318,North America,6,1148,0,2655.0,0.0,4135.0,2022-05-11
Gambia,11996,0,365,0,11591,0,40,0,4718,144,155686,61229,2542681,Africa,212,6966,16,0.0,0.0,16.0,2022-05-11
Monaco,11985,13,54,0,11816,0,115,4,301441,1358,54960,1382329,39759,Europe,3,736,1,327.0,0.0,2892.0,2022-05-11
Greenland,11971,0,21,0,2761,0,9189,4,210191,369,164926,2895826,56953,North America,5,2712,0,0.0,0.0,161344.0,2022-05-11
Yemen,11819,0,2149,0,9009,0,661,23,381,69,265253,8544,31045417,Asia,2627,14446,117,0.0,0.0,21.0,2022-05-11
Samoa,11045,119,23,1,1605,0,9417,4,54988,115,82612,411287,200862,Australia/Oceania,18,8733,2,592.0,5.0,46883.0,2022-05-11
Tonga,10950,124,11,0,9985,280,954,0,101465,102,518262,4802324,107919,Australia/Oceania,10,9811,0,1149.0,0.0,8840.0,2022-05-11
Saint Martin,10537,0,63,0,1399,0,9075,7,264151,1579,112382,2817298,39890,North America,4,633,0,0.0,0.0,227501.0,2022-05-11
Sint Maarten,10123,0,86,0,9985,0,52,10,231224,1964,62056,1417451,43780,North America,4,509,1,0.0,0.0,1188.0,2022-05-11
Caribbean Netherlands,9903,1,35,0,9819,3,49,0,371233,1312,30126,1129330,26676,North America,3,762,1,37.0,0.0,1837.0,2022-05-11
Eritrea,9738,0,103,0,9631,0,4,0,2677,28,23693,6513,3637560,Africa,374,35316,154,0.0,0.0,1.0,2022-05-11
Niger,9005,0,309,0,8568,0,128,1,349,12,252609,9779,25832654,Africa,2869,83601,102,0.0,0.0,5.0,2022-05-11
Guinea-Bissau,8215,0,171,0,8005,0,39,6,3999,83,135939,66171,2054344,Africa,250,12014,15,0.0,0.0,19.0,2022-05-11
Vanuatu,8144,64,14,0,7675,39,455,0,25413,44,24976,77936,320468,Australia/Oceania,39,22891,13,200.0,0.0,1420.0,2022-05-11
Comoros,8100,0,160,0,7933,0,7,0,8960,177,0,0,903990,Africa,112,5650,0,0.0,0.0,8.0,2022-05-11
Antigua and Barbuda,7721,58,137,0,7511,40,73,1,77649,1378,18901,190084,99435,North America,13,726,5,583.0,0.0,734.0,2022-05-11
Sierra Leone,7682,0,125,0,0,0,0,0,928,15,259958,31403,8278140,Africa,1078,66225,32,0.0,0.0,331.0,2022-05-11
Liberia,7434,0,294,0,5747,0,1393,2,1408,56,139824,26490,5278348,Africa,710,17954,38,0.0,0.0,264.0,2022-05-11
Chad,7414,0,193,0,4874,0,2347,0,429,11,191341,11060,17300674,Africa,2334,89641,90,0.0,0.0,136.0,2022-05-11
St. Vincent Grenadines,6792,0,106,0,6641,0,45,0,60863,950,99029,887404,111594,North America,16,1053,1,0.0,0.0,403.0,2022-05-11
British Virgin Islands,6467,0,62,0,0,0,0,1,211305,2026,103397,3378435,30605,North America,5,494,0,0.0,0.0,4182.0,2022-05-11
Turks and Caicos,6046,51,36,0,5963,45,47,4,152331,907,505354,12732527,39690,North America,7,1103,0,1285.0,0.0,1184.0,2022-05-11
Sao Tome and Principe,5970,0,73,0,5891,0,6,0,26333,322,29036,128073,226715,Africa,38,3106,8,0.0,0.0,26.0,2022-05-11
Saint Kitts and Nevis,5596,1,43,0,5536,4,17,0,103826,798,70707,1311867,53898,North America,10,1253,1,19.0,0.0,315.0,2022-05-11
Cook Islands,5367,31,1,0,5230,15,136,0,305047,57,17373,987439,17594,Australia/Oceania,3,17594,1,1762.0,0.0,7730.0,2022-05-11
Palau,4782,0,6,0,4087,0,689,1,261970,329,47272,2589679,18254,Australia/Oceania,4,3042,0,0.0,0.0,37745.0,2022-05-11
St. Barth,4575,0,6,0,0,0,0,0,460586,604,78646,7917648,9933,North America,2,1656,0,0.0,0.0,413470.0,2022-05-11
Kiribati,3093,0,13,0,2602,0,478,3,25177,106,0,0,122852,Australia/Oceania,40,9450,0,0.0,0.0,3891.0,2022-05-11
Anguilla,2984,0,9,0,2916,0,59,4,195646,590,51382,3368870,15252,North America,5,1695,0,0.0,0.0,3868.0,2022-05-11
Saint Pierre Miquelon,2739,0,1,0,2449,0,289,1,477095,174,23687,4125936,5741,North America,2,5741,0,0.0,0.0,50340.0,2022-05-11
Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,2022-05-11
Montserrat,653,0,2,0,313,0,338,0,130652,400,10843,2169468,4998,North America,8,2499,0,0.0,0.0,67627.0,2022-05-11
Wallis and Futuna,454,0,7,0,438,0,9,0,41751,644,20508,1885967,10874,Australia/Oceania,24,1553,1,0.0,0.0,828.0,2022-05-11
Falkland Islands,392,0,0,0,0,0,0,0,106870,0,8632,2353326,3668,South America,9,0,0,0.0,0.0,73064.0,2022-05-11
Macao,82,0,0,0,82,0,0,0,123,0,5375,8073,665771,Asia,8119,0,124,0.0,0.0,0.0,2022-05-11
Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805,Europe,28,0,0,0.0,0.0,0.0,2022-05-11
Marshall Islands,17,0,0,0,14,0,3,0,284,0,0,0,59932,Australia/Oceania,3525,0,0,0.0,0.0,50.0,2022-05-11
Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,624600,Africa,62460,624600,0,0.0,0.0,0.0,2022-05-11
MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,2022-05-11
Niue,9,0,0,0,8,0,1,0,5468,0,0,0,1646,Australia/Oceania,183,0,0,0.0,0.0,608.0,2022-05-11
Micronesia,7,0,0,0,1,0,6,0,60,0,0,0,117262,Australia/Oceania,16752,0,0,0.0,0.0,51.0,2022-05-11
Nauru,7,0,0,0,4,0,3,0,639,0,0,0,10950,Australia/Oceania,1564,0,0,0.0,0.0,274.0,2022-05-11
Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6111,Africa,3056,0,0,0.0,0.0,0.0,2022-05-11
China,220958,237,5203,5,208526,571,7229,444,154,4,160000000,111163,1439323776,Asia,6514,276633,9,0.2,0.0,5.0,2022-05-12
USA,84086926,97926,1026255,280,81163689,48473,1896982,1902,251297,3067,1015745164,3035588,334612330,North America,4,326,0,293.0,0.8,5669.0,2022-05-12
India,43116600,3187,524190,9,42573460,3295,18950,698,30683,373,842944795,599860,1405235993,Asia,33,2681,2,2.0,0.01,13.0,2022-05-12
Brazil,30639130,21344,664700,136,29703904,5973,270526,8318,142263,3086,63776166,296125,215369381,South America,7,324,3,99.0,0.6,1256.0,2022-05-12
France,29097570,36047,147159,84,28017331,88293,933080,1329,443952,2245,271490188,4142225,65542109,Europe,2,445,0,550.0,1.0,14236.0,2022-05-12
Germany,25665910,82652,137628,179,23804600,127900,1723682,1279,304524,1633,122332384,1451463,84282150,Europe,3,612,1,981.0,2.0,20451.0,2022-05-12
UK,22159615,14458,176708,284,21638156,21581,344751,253,323266,2578,519264096,7575058,68549194,Europe,3,388,0,211.0,4.0,5029.0,2022-05-12
Russia,18245394,4065,377359,111,17626344,6930,241691,2300,124925,2584,273400000,1871951,146050826,Europe,8,387,1,28.0,0.8,1655.0,2022-05-12
S. Korea,17694677,35883,23554,63,0,0,0,354,344581,459,15804065,307764,51351235,Asia,3,2180,3,699.0,1.0,325242.0,2022-05-12
Italy,16955306,39839,164976,130,15771125,61866,1019205,334,281199,2736,217129696,3601033,60296507,Europe,4,365,0,661.0,2.0,16903.0,2022-05-12
Turkey,15050227,1778,98878,8,14947920,1816,3429,975,174948,1149,160361145,1864084,86026772,Asia,6,870,1,21.0,0.09,40.0,2022-05-12
Spain,12104378,22745,105337,107,11539514,8575,459527,339,258704,2251,471036328,10067363,46788454,Europe,4,444,0,486.0,2.0,9821.0,2022-05-12
Vietnam,10690914,3949,43063,3,9334964,7441,1312887,346,108025,435,85808648,867040,98967331,Asia,9,2298,1,40.0,0.03,13266.0,2022-05-12
Argentina,9101319,0,128729,0,8895999,0,76591,372,197997,2800,35716069,776993,45967042,South America,5,357,1,0.0,0.0,1666.0,2022-05-12
Japan,8217978,45740,29935,41,7864759,50703,323284,159,65348,238,50031352,397843,125756541,Asia,15,4201,3,364.0,0.3,2571.0,2022-05-12
Netherlands,8065843,1425,22292,4,7979518,6260,64033,52,468798,1296,21107399,1226791,17205377,Europe,2,772,1,83.0,0.2,3722.0,2022-05-12
Iran,7227043,371,141201,3,7014783,2013,71059,782,84043,1642,51622353,600315,85992158,Asia,12,609,2,4.0,0.03,826.0,2022-05-12
Australia,6449556,57646,7670,57,6081083,47529,360803,120,247583,294,70326002,2699645,26050091,Australia/Oceania,4,3396,0,2213.0,2.0,13850.0,2022-05-12
Colombia,6095316,1671,139821,12,5928829,1753,26666,342,117463,2694,34675581,668233,51891469,South America,9,371,1,32.0,0.2,514.0,2022-05-12
Indonesia,6049876,335,156438,14,5888571,785,4867,2771,21692,561,96968564,347679,278902419,Asia,46,1783,3,1.0,0.05,17.0,2022-05-12
Poland,6002394,500,116175,11,5335046,45,551173,981,158922,3076,36198061,958393,37769533,Europe,6,325,1,13.0,0.3,14593.0,2022-05-12
Mexico,5745652,0,324465,0,5044893,0,376294,4798,43709,2468,15855490,120618,131451908,North America,23,405,8,0.0,0.0,2863.0,2022-05-12
Ukraine,5006460,0,108449,0,0,0,0,177,115769,2508,19521252,451408,43245267,Europe,9,399,2,0.0,0.0,19424.0,2022-05-12
Malaysia,4470471,3410,35602,4,4408043,1430,26826,51,134908,1074,59150106,1785009,33137151,Asia,7,931,1,103.0,0.1,810.0,2022-05-12
Thailand,4353237,8019,29314,59,4246499,8807,77424,1496,62078,418,17270775,246283,70125689,Asia,16,2392,4,114.0,0.8,1104.0,2022-05-12
Austria,4200825,5134,18291,12,4119090,6097,63444,70,461529,2010,184765500,20299516,9101966,Europe,2,498,0,564.0,1.0,6970.0,2022-05-12
Belgium,4116397,4831,31613,10,3912251,8540,172533,117,352328,2706,33846023,2896927,11683424,Europe,3,370,0,413.0,0.9,14767.0,2022-05-12
Israel,4102032,2739,10749,0,4073486,20881,17797,150,439849,1153,41373364,4436346,9326000,Asia,2,868,0,294.0,0.0,1908.0,2022-05-12
Portugal,3935932,0,22420,0,0,0,0,61,388104,2211,41753538,4117127,10141427,Europe,3,452,0,0.0,0.0,102287.0,2022-05-12
Czechia,3914713,590,40244,5,3867159,513,7310,13,364297,3745,55304968,5146598,10745927,Europe,3,267,0,55.0,0.5,680.0,2022-05-12
South Africa,3871085,8920,100630,21,3696731,5047,73724,192,63775,1658,24804199,408641,60699249,Africa,16,603,2,147.0,0.3,1215.0,2022-05-12
Canada,3816490,9865,40161,177,3495236,2629,281093,423,99498,1047,61391416,1600504,38357561,North America,10,955,1,257.0,5.0,7328.0,2022-05-12
Philippines,3687567,139,60452,13,3623938,277,3177,289,32839,538,29785678,265249,112293283,Asia,30,1858,4,1.0,0.1,28.0,2022-05-12
Switzerland,3631881,0,13882,0,3533050,2617,84949,78,414016,1582,20927607,2385639,8772327,Europe,2,632,0,0.0,0.0,9684.0,2022-05-12
Chile,3591097,4575,57680,13,3458211,1562,75206,177,184904,2970,37525296,1932166,19421364,South America,5,337,1,236.0,0.7,3872.0,2022-05-12
Peru,3571161,360,213000,21,0,0,0,251,105575,6297,30166746,891822,33825955,South America,9,159,1,11.0,0.6,48409.0,2022-05-12
Greece,3380594,4782,29491,20,3294451,6470,56652,180,327311,2855,81003093,7842758,10328394,Europe,3,350,0,463.0,2.0,5485.0,2022-05-12
Denmark,2975108,691,6271,11,2958077,992,10760,6,510298,1076,127324433,21839023,5830134,Europe,2,930,0,119.0,2.0,1846.0,2022-05-12
Romania,2901682,602,65595,6,0,0,0,151,152727,3453,22910784,1205888,18999100,Europe,7,290,1,32.0,0.3,12076.0,2022-05-12
Sweden,2504894,0,18864,0,2476511,1240,9519,9,245184,1846,18553837,1816088,10216378,Europe,4,542,1,0.0,0.0,932.0,2022-05-12
Iraq,2326162,129,25216,1,2299668,96,1278,14,55516,602,18517002,441928,41900507,Asia,18,1662,2,3.0,0.02,31.0,2022-05-12
Serbia,2011825,426,16042,2,1985614,507,10169,14,231993,1850,9579268,1104629,8671933,Europe,4,541,1,49.0,0.2,1173.0,2022-05-12
Bangladesh,1952939,51,29127,0,1898603,291,25209,1273,11643,174,14039668,83699,167740682,Asia,86,5759,12,0.3,0.0,150.0,2022-05-12
Hungary,1909948,0,46343,0,1821435,0,42170,29,198648,4820,11394556,1185113,9614740,Europe,5,207,1,0.0,0.0,4386.0,2022-05-12
Slovakia,1786328,350,20011,9,1759094,1117,7223,30,326893,3662,7122263,1303355,5464560,Europe,3,273,1,64.0,2.0,1322.0,2022-05-12
